,unique_id,radius,pre_buf_r,pre_buf_x0,pre_ring_r,pre_ring_x0,post_buf_r,post_buf_x0,post_ring_r,post_ring_x0,total_ring_r,total_ring_x0,buff_diff_growth,ring_diff_growth,ring_buff_diff
224,KOR20,10000,0.1354144897,4.98E-107,0.1172393123,5.02E-93,0.01263414338,9.92E-08,0.008011402568,0.0009757848116,0.02420999765,1.18E-17,-0.1227803463,-0.1092279098,-0.01355243652
225,KOR22,10000,0.05042946343,2.60E-39,0.0601125396,2.10E-47,-0.003697243295,24885100.11,0.006314911724,0.03893776702,0.02224511795,7.50E-16,-0.05412670672,-0.05379762787,-0.0003290788518
228,KOR24,10000,0.1275712739,7.46E-101,0.1329981718,2.07E-105,0.01352617431,1.89E-08,0.03154299663,4.12E-24,0.03420683114,2.31E-26,-0.1140450996,-0.1014551752,-0.01258992438
229,KOR26,10000,0.05587326195,8.25E-44,0.0796252704,3.72E-63,0.007568902065,0.003785199795,0.004099288643,3.54252632,0.01952599871,1.72E-13,-0.04830435988,-0.07552598175,0.02722162187
230,KOR27,10000,0.1765574616,1.00E-137,0.1333208684,1.55E-105,0.02151946208,3.22E-15,0.01965519555,7.29E-14,0.03175483202,3.67E-24,-0.1550379995,-0.1136656728,-0.04137232669
231,KOR29,10000,0.114172491,1.86E-90,0.09770610446,1.33E-77,0.000835437115,2142.472503,0.004500086888,1.277108389,0.01598117621,1.53E-10,-0.1133370539,-0.09320601757,-0.02013103635
232,KOR30,10000,0.05990552033,4.71E-47,0.06309385875,9.34E-50,0.002354472712,141.0014182,0.00461926898,1.30338732,0.01838199344,1.71E-12,-0.05755104762,-0.05847458977,0.000923542151
233,KOR31,10000,0.02716046881,3.59E-20,0.021479592,2.45E-15,-0.0175052367,2.33E+19,-0.0267368859,4.06E+27,0.01126225265,1.32E-06,-0.04466570551,-0.0482164779,0.003550772399
235,KOR324,10000,0.09653492307,1.05E-76,0.05848444926,4.16E-46,0.002409061828,90.46975438,-0.003869272918,22462901.07,0.009725932756,3.27E-05,-0.09412586124,-0.06235372218,-0.03177213906
237,KOR35,10000,0.01771710161,3.82E-12,0.03437616476,9.63E-27,0.0419828509,1.04E-32,0.04233615732,1.71E-33,0.02832280133,1.17E-21,0.02426574928,0.007959992558,0.01630575672
238,KOR350,10000,0.08476320369,1.53E-67,0.06992983494,1.69E-55,0.04282874659,3.43E-33,0.02934464488,7.11E-22,0.03517843255,8.30E-27,-0.0419344571,-0.04058519006,-0.001349267035
239,KOR360,10000,0.08603355002,2.34E-68,0.03315281525,5.23E-25,0.009133220311,0.000192550832,0.01617392682,1.37E-10,0.02341130808,8.70E-17,-0.07690032971,-0.01697888843,-0.05992144128
241,KOR38,10000,0.006380467255,0.01625386326,0.009248354707,5.07E-05,0.04074351241,9.64E-32,0.005828306825,0.04555106225,0.007353058263,0.002171432238,0.03436304516,-0.003420047882,0.03778309304
242,KOR4,10000,0.1174498022,3.93E-93,0.1282662993,1.16E-101,0.01908692735,3.63E-13,0.03341425561,1.98E-25,0.04942022597,7.56E-39,-0.09836287489,-0.0948520437,-0.003510831195
243,KOR41,10000,0.07533684528,9.10E-60,0.08139177889,1.01E-64,0.008542643232,0.0004654038433,0.006151250209,0.04570469399,0.0248752462,3.62E-18,-0.06679420205,-0.07524052869,0.008446326636
244,KOR42,10000,0.05847243472,4.99E-46,0.04950612998,1.34E-38,0.01164690434,1.14E-06,0.009338636083,0.0001121800281,0.02161025257,3.14E-15,-0.04682553038,-0.04016749389,-0.006658036487
245,KOR427,10000,0.1125160737,5.34E-89,0.08966542751,3.46E-71,0.01182542285,8.75E-07,0.01854672994,1.21E-12,0.02140192557,4.36E-15,-0.1006906509,-0.07111869757,-0.02957195331
246,KOR44,10000,0.06798086264,5.01E-54,0.07171831866,2.97E-57,0.0003125512068,3677.230969,-0.001796346669,165732.8548,0.01759891377,2.60E-12,-0.06766831143,-0.07351466533,0.005846353898
247,KOR45,10000,0.09148035034,6.16E-73,0.08949538167,1.43E-71,0.005562749792,0.1082861001,0.02097104076,3.44E-15,0.03078720538,1.54E-23,-0.08591760054,-0.06852434091,-0.01739325963
248,KOR46,10000,0.06759273905,1.60E-53,0.06073894579,5.34E-48,0.007840463598,0.001847882979,0.005351925168,0.2069757602,0.01870160112,6.28E-13,-0.05975227545,-0.05538702062,-0.004365254828
249,KOR48,10000,0.1026251068,2.79E-81,0.1575196086,1.13E-123,0.009120092528,0.0001912282348,0.01796432477,2.99E-12,0.03127306818,1.37E-23,-0.0935050143,-0.1395552838,0.04605026952
250,KOR5,10000,0.06612847305,2.41E-52,0.05886988277,2.35E-46,0.002365823764,130.0849563,-0.003663949845,24180469.23,0.02806352795,9.91E-21,-0.06376264929,-0.06253383261,-0.001228816679
251,KOR51,10000,0.06272770491,6.76E-50,0.02866778803,1.05E-21,0.03113239589,1.36E-23,0.01534181782,2.46E-10,0.02379613273,1.39E-17,-0.03159530902,-0.01332597021,-0.01826933881
252,KOR52,10000,0.04210651529,1.23E-32,0.02574172038,4.29E-19,0.01825052373,1.84E-12,0.01543274679,2.68E-10,0.02048280464,1.24E-14,-0.02385599156,-0.01030897359,-0.01354701797
253,KOR53,10000,0.09697566975,6.74E-77,0.08201343097,2.32E-65,0.01128912453,2.13E-06,0.02798887207,6.42E-21,0.03199149983,2.60E-24,-0.08568654523,-0.0540245589,-0.03166198632
254,KOR54,10000,0.07258496597,8.40E-58,0.06495628552,8.07E-52,0.005630120474,0.09492375584,0.030083166,5.89E-23,0.03039661824,3.32E-23,-0.0669548455,-0.03487311952,-0.03208172598
255,KOR55,10000,0.06282054601,1.96E-49,0.05616298947,4.50E-44,6.14E-05,13276.61216,0.0006675830166,3184.716192,0.009448448664,7.51E-05,-0.06275913932,-0.05549540645,-0.007263732865
256,KOR56,10000,0.185326324,5.67E-144,0.1175373582,3.90E-93,0.00638398364,0.03608200342,0.01116618293,1.94E-06,0.01609826452,1.10E-10,-0.1789423404,-0.1063711753,-0.07257116508
257,KOR57,10000,0.08759021529,1.47E-69,0.05772641953,1.76E-45,0.009978265693,2.44E-05,0.004229216888,1.908038629,0.0114911522,9.78E-07,-0.07761194959,-0.05349720264,-0.02411474695
259,KOR59,10000,0.06649445627,1.28E-52,0.03492193002,1.82E-26,-0.004496995117,146530239.1,0.002214243587,192.9352112,0.02638377721,2.84E-19,-0.07099145139,-0.03270768643,-0.03828376495
261,KOR60,10000,0.01205397071,6.21E-07,0.01652077459,8.63E-11,0.00303358329,40.10087833,-0.004524203219,152327670.4,0.01035222521,1.66E-05,-0.00902038742,-0.02104497781,0.01202459039
262,KOR61,10000,0.06313103659,6.55E-50,0.04439302223,2.15E-34,0.007274186229,0.006620322886,0.007058057541,0.01058065055,0.02471595708,6.92E-18,-0.05585685036,-0.03733496469,-0.01852188567
265,KOR7,10000,0.02547450643,1.85E-18,0.02667219189,1.61E-19,0.0133596036,3.83E-08,0.008996411418,0.0002058338074,0.01574187601,3.13E-10,-0.01211490283,-0.01767578047,0.005560877644
266,KOR70,10000,0.06120894495,2.45E-48,0.06301572783,7.44E-50,-0.003868544277,34559089.97,0.002635358378,64.7445546,0.03505869358,1.01E-26,-0.06507748923,-0.06038036945,-0.00469711978
267,KOR72,10000,0.05301905283,9.95E-42,0.06508556343,5.78E-52,-0.009187638714,996266565078,-0.004645704539,49613694.21,0.02604268585,1.48E-19,-0.06220669155,-0.06973126797,0.007524576417
268,KOR73,10000,0.1295168214,2.06E-102,0.1036629289,1.42E-82,0.01151715985,9.36E-07,0.01174396521,3.59E-07,0.01678218706,1.66E-11,-0.1179996615,-0.09191896366,-0.02608069785
270,KOR76,10000,0.002103831647,65.78753681,0.002061871173,60.52272301,0.02999015736,1.65E-22,0.03106815486,1.76E-23,0.03106815486,1.76E-23,0.02788632572,0.02900628369,-0.001119957974
271,KOR77,10000,0.07161759271,7.35E-57,0.06009948172,1.73E-47,0.005474655862,0.2207348075,0.002939358928,32.53285079,0.0324701933,1.44E-24,-0.06614293685,-0.0571601228,-0.00898281405
273,KOR79,10000,0.1162820147,2.54E-92,0.05422803121,1.17E-42,0.02929554626,8.76E-22,0.01480738842,1.65E-09,0.02975612,2.79E-22,-0.08698646846,-0.0394206428,-0.04756582566
275,KOR80,10000,0.05678558506,2.16E-44,0.04237839337,1.53E-32,0.005127189285,0.6019257178,0.008624570799,0.0005226948717,0.01079538141,6.94E-06,-0.05165839577,-0.03375382257,-0.0179045732
276,KOR81,10000,0.05843213141,5.41E-46,0.05788515444,1.42E-45,0.00331805052,17.69099214,0.002735217286,47.0247423,0.01697076737,2.31E-11,-0.05511408089,-0.05514993715,3.59E-05
277,KOR82,10000,0.01412129213,8.51E-09,0.01749038975,7.97E-12,0.0002771220106,8833.633259,-0.003780387063,23556226.22,0.0151660664,7.72E-10,-0.01384417012,-0.02127077681,0.007426606693
278,KOR83,10000,0.07452348627,5.50E-59,0.05526239737,2.53E-43,0.001094461287,1792.650427,-0.001318698583,202532.294,0.01567480702,3.74E-10,-0.07342902498,-0.05658109595,-0.01684792903
279,KOR84,10000,0.04513165466,5.69E-35,0.04782859535,2.76E-37,-0.009270232752,2117284844692,-0.009510868588,2824173807383,0.02011094582,5.14E-14,-0.05440188741,-0.05733946394,0.002937576524
280,KOR86,10000,0.009915202122,2.71E-05,0.01667740004,3.50E-11,0.01600960137,1.49E-10,-0.004437009068,66233213.76,0.00642544401,0.02192689133,0.006094399244,-0.02111440911,0.02720880835
281,KOR87,10000,0.04408313917,4.45E-34,0.04055775112,3.47E-31,0.005166696468,0.4304229051,0.004090229766,3.210062805,0.01010323652,1.97E-05,-0.03891644271,-0.03646752135,-0.002448921356
282,KOR88,10000,0.03019727729,1.07E-22,0.03296306877,4.04E-25,-0.005564794211,668940008,-0.004553051654,65727645.74,0.01380891479,7.07E-09,-0.0357620715,-0.03751612042,0.001754048924
283,KOR9,10000,0.1138617489,3.12E-90,0.03419383175,2.73E-26,0.005667124815,0.1205092406,0.0008216070051,884.7626421,0.007934102622,0.0005815954863,-0.1081946241,-0.03337222475,-0.07482239932
284,KOR90,10000,0.02909097099,9.16E-22,0.03451714576,1.87E-26,-0.00622756664,2512138885,-0.006611269036,3968378384,0.01395506793,4.96E-09,-0.03531853763,-0.0411284148,0.005809877169
285,KOR91,10000,0.1582649305,2.87E-124,0.1006655372,3.46E-80,0.02041273927,2.20E-14,0.01463693151,1.41E-09,0.02590617909,3.22E-19,-0.1378521912,-0.08602860573,-0.05182358548
286,KOR92,10000,0.05484875968,5.05E-43,0.06252925585,1.44E-49,0.006876939414,0.01343925241,-0.007548445669,27790178926,0.01087270083,2.42E-06,-0.04797182026,-0.07007770152,0.02210588125
287,KOR93,10000,0.03854780484,3.97E-30,0.04908069404,8.50E-39,0.1224796275,4.14E-98,0.03405793835,2.94E-26,0.04146960041,1.79E-32,0.08393182266,-0.01502275569,0.09895457834
289,KOR95,10000,0.02515053508,4.19E-18,0.02763413099,2.41E-20,0.005535821458,0.2451783856,0.006612518807,0.02110801497,0.01010662296,2.00E-05,-0.01961471362,-0.02102161218,0.001406898564
290,KOR99,10000,0.04325175789,6.93E-34,0.03801407076,1.59E-29,0.004773048542,0.4392260539,-0.0004024717115,11787.91806,0.02461796039,3.02E-18,-0.03847870935,-0.03841654247,-6.22E-05
291,LKA1,10000,0.1065779105,3.10E-85,0.1021355683,1.15E-81,-0.003501507974,3466959.813,-0.006324727996,1188249694,0.02166123511,6.60E-16,-0.1100794185,-0.1084602963,-0.001619122228
292,LKA10,10000,0.09431510326,2.99E-75,0.09343341223,1.30E-74,-0.01003578879,3519640341083,-0.004148404917,20689413.99,0.01740239332,4.18E-12,-0.104350892,-0.09758181714,-0.006769074906
293,LKA11,10000,0.06815107261,7.35E-55,0.08699874637,1.95E-70,0.001596453537,161.1576512,0.06653254637,6.44E-54,0.0780662539,2.85E-63,-0.06655461907,-0.0204662,-0.04608841907
294,LKA12,10000,0.00663016113,0.03126910825,0.02581690482,7.27E-19,0.0009339609377,2755.233437,-0.008124065189,153359339266,0.01204022918,3.96E-07,-0.005696200192,-0.03394097001,0.02824476982
295,LKA13,10000,0.06534799259,3.02E-52,0.06996163319,5.63E-56,-0.02537216256,9.98E+25,-0.02945735179,4.84E+29,0.02125026754,1.55E-15,-0.09072015515,-0.09941898499,0.008698829831
296,LKA2,10000,0.1125797231,7.34E-90,0.1180227757,4.10E-94,-0.009369114496,537841808452,-0.004407241955,23059012.28,0.02437891529,2.97E-18,-0.1219488376,-0.1224300176,0.0004811800408
297,LKA3,10000,0.1009844187,1.09E-80,0.1118681202,3.13E-89,-0.009147034931,407632728830,-0.006087489544,817219023.3,0.01990900491,2.33E-14,-0.1101314537,-0.1179556097,0.007824156017
300,LKA6,10000,0.1198501038,1.61E-95,0.1266841352,8.42E-101,0.002694443022,16.36723071,0.0001873121224,2313.347834,0.02795823609,2.81E-21,-0.1171556607,-0.126496823,0.009341162298
301,LKA7,10000,0.1063752775,5.14E-85,0.09986550206,6.44E-80,-0.005420278203,196546232.5,0.00354953206,2.621220035,0.02592908124,1.44E-19,-0.1117955558,-0.09631597,-0.01547958575
303,LKA9,10000,-0.01440125295,9.10928E+15,0.0480088074,6.14E-38,0.009065820714,5.05E-05,0.006355591051,0.01051730813,0.01092013103,1.18E-06,0.02346707367,-0.04165321635,0.06512029002
304,LSO1,10000,0.08401466028,5.75E-67,-0.05362318841,3.31E+50,0.02768510902,1.01E-20,0.0645116635,6.52E-52,0.06566698556,7.38E-53,-0.05632955126,0.1181348519,-0.1744644032
305,LSO2,10000,0.1854752729,8.46E-145,0.01731394643,3.22E-13,0.04073255891,5.15E-32,0.09555175641,1.82E-77,0.0904504086,2.16E-73,-0.144742714,0.07823780998,-0.222980524
307,MOZ1,10000,0.08240284958,7.69E-66,0.1014084728,3.84E-81,0.05296887907,8.82E-42,0.07573091457,1.17E-60,0.08055013429,1.46E-64,-0.02943397051,-0.02567755825,-0.003756412259
308,MOZ2,10000,0.03886029622,1.11E-30,0.01480333252,1.02E-10,0.1424671465,1.46E-113,0.3099024487,1.66E-233,0.08122081673,9.18E-66,0.1036068502,0.2950991162,-0.191492266
309,MOZ3,10000,0.03122643707,3.99E-24,0.01857666307,7.30E-15,0.1494713822,8.54E-119,0.3604419139,8.75E-267,0.1699269816,3.87E-135,0.1182449451,0.3418652508,-0.2236203057
310,MOZ4,10000,0.03719464056,1.03E-28,0.09994598801,3.32E-81,0.02833991172,3.65E-21,0.2178701742,6.11E-170,0.1399907367,2.94E-112,-0.008854728842,0.1179241862,-0.126778915
311,MYS1,10000,0.2636751015,6.35E-200,0.1049542067,8.86E-84,0.03469219778,1.88E-26,0.04972352257,3.57E-39,0.06448159685,2.32E-51,-0.2289829037,-0.0552306841,-0.1737522196
314,MYS4,10000,0.1617820147,3.09E-127,0.05620144432,1.59E-44,0.03726426347,1.11E-28,0.02698127561,3.81E-20,0.03481502478,8.93E-27,-0.1245177513,-0.02922016871,-0.09529758255
315,NGA1,10000,-0.009365320642,420030250244,-0.07311342677,2.01E+68,0.0337922989,5.16E-26,0.1269889407,4.17E-102,0.08642796974,4.24E-70,0.04315761955,0.2001023675,-0.1569447479
316,NGA11,10000,0.04231681624,4.10E-33,0.05009167559,1.57E-39,0.03330713742,1.61E-25,0.008895498791,0.0001513522793,0.0466198826,1.20E-36,-0.009009678824,-0.0411961768,0.03218649798
318,NGA13,10000,0.0213427449,5.91E-15,0.07084764634,1.80E-56,-0.01074006349,47282111911235,-0.006925683486,14006435610,0.06003203506,1.18E-47,-0.0320828084,-0.07777332983,0.04569052143
320,NGA3,10000,-0.01558085681,4.31E+17,-0.02927353466,6.65E+29,0.04397238429,2.27E-34,0.0517017117,5.83E-41,-0.02512910761,1.30E+26,0.05955324111,0.08097524635,-0.02142200524
321,NGA32,10000,0.05582938624,1.74E-44,0.09402331353,1.09E-75,-0.005443467672,424564613.2,0.05041058212,4.17E-40,0.09163073229,8.68E-74,-0.06127285392,-0.04361273141,-0.01766012251
322,NGA7,10000,0.004856506596,0.8316562919,0.01539208366,4.44E-10,0.0147801839,2.32E-09,-0.002215485061,892137.1377,0.01552503143,3.44E-10,0.0099236773,-0.01760756872,0.02753124602
324,PAK2,10000,0.05870949033,1.31E-46,0.0577254894,7.38E-46,-0.02842396507,6.94E+28,-0.02961244399,6.81E+29,0.003168008197,6.570457427,-0.0871334554,-0.08733793339,0.0002044779909
325,PAK3,10000,0.05476939281,3.45E-43,0.03918995063,2.96E-30,-0.01168997013,123556507838916,-0.0237850649,6.64E+24,-0.00462263211,70316862.6,-0.06645936294,-0.06297501552,-0.00348434742
326,PAK4,10000,0.004552851186,0.429026553,0.002328394258,37.80191729,0.04912421607,4.12E-39,0.04495879005,1.16E-35,-2.93E-05,4191.46837,0.04457136489,0.04263039579,0.001940969092
329,PHL12,10000,0.1193868047,8.39E-95,0.1075361276,9.09E-86,0.0247145806,4.09E-18,0.02388598859,1.30E-17,0.03463358229,1.03E-26,-0.09467222406,-0.08365013906,-0.011022085
330,PHL13,10000,0.1954500408,9.81E-152,0.1903481983,4.92E-148,0.02609511327,3.10E-19,0.01807204446,1.76E-12,0.03165541003,4.75E-24,-0.1693549276,-0.1722761538,0.002921226252
331,PHL14,10000,0.2413955456,2.30E-184,0.2297574714,2.99E-176,0.01545454006,3.64E-10,0.02392786517,1.77E-17,0.03671665807,2.59E-28,-0.2259410055,-0.2058296063,-0.02011139925
332,PHL15,10000,0.1882188529,3.72E-146,0.165769259,8.21E-130,0.01469272007,2.85E-09,0.0155267703,3.71E-10,0.02959728039,3.61E-22,-0.1735261328,-0.1502424887,-0.02328364416
333,PHL16,10000,0.04385032127,1.13E-34,0.04436476004,2.91E-35,0.03411977282,1.62E-26,0.05239087355,5.58E-42,0.04178060933,4.10E-33,-0.009730548446,0.008026113512,-0.01775666196
334,PHL17,10000,0.1056383668,8.19E-84,0.08292682927,4.91E-66,0.02177603741,2.48E-15,0.02664230691,1.17E-19,0.03043553054,7.06E-23,-0.08386232941,-0.05628452236,-0.02757780705
336,PHL19,10000,0.002137659267,70.36334273,0.00202248098,55.96427432,0.03282906164,9.30E-25,0.03178894205,4.18E-24,0.03178894205,4.18E-24,0.03069140237,0.02976646107,0.0009249413045
337,PHL20,10000,0.1149272141,2.93E-91,0.1499356972,3.83E-118,0.02728542976,3.68E-20,0.02308563735,9.09E-17,0.0316327095,4.98E-24,-0.08764178433,-0.1268500598,0.03920827552
338,PHL21,10000,0.1763727321,8.57E-138,0.2332777703,1.00E-178,0.02909873928,8.75E-22,0.01588516887,1.23E-10,0.02918454412,5.43E-22,-0.1472739928,-0.2173926015,0.07011860865
339,PHL22,10000,0.202842217,2.75E-157,0.1985547236,2.67E-154,0.02973836303,1.56E-22,0.02674105345,3.88E-20,0.04081106532,5.09E-32,-0.173103854,-0.1718136702,-0.001290183834
342,PHL25,10000,0.1305660639,1.97E-103,0.09783857745,4.16E-78,0.01366193058,8.48E-09,0.02417732241,6.10E-18,0.02594517853,1.91E-19,-0.1169041333,-0.07366125504,-0.04324287825
343,PHL26,10000,0.1538424613,1.13E-120,0.1374213357,2.28E-108,0.01054711735,1.10E-05,0.01441867319,3.87E-09,0.02368232518,4.49E-17,-0.1432953439,-0.1230026625,-0.02029268141
345,PHL29,10000,0.03063761635,4.93E-23,0.02269523571,2.64E-16,0.01858321617,7.33E-13,0.01236453708,1.64E-07,0.01146258427,1.01E-06,-0.01205440018,-0.01033069864,-0.00172370154
346,PHL3,10000,0.06713078071,2.48E-53,0.06108597285,1.57E-48,0.033360938,2.80E-25,0.02484228151,3.09E-18,0.0291362427,6.94E-22,-0.03376984271,-0.03624369134,0.002473848637
348,PHL31,10000,0.05317335023,6.31E-42,0.05710404844,3.18E-45,0.02213531227,6.27E-16,0.01771620798,3.03E-12,0.02590327,3.08E-19,-0.03103803796,-0.03938784047,0.008349802507
349,PHL32,10000,0.2513457256,6.03E-191,0.1899350388,1.26E-147,0.01317867289,5.88E-08,0.01901105373,3.44E-13,0.03094656551,2.35E-23,-0.2381670527,-0.1709239851,-0.06724306763
350,PHL33,10000,0.09197194511,6.68E-73,0.06779624543,1.57E-53,0.004244332481,2.663096625,0.005546744366,0.1787819373,0.00925994696,0.0001083263713,-0.08772761263,-0.06224950106,-0.02547811157
351,PHL34,10000,0.3073208595,4.93E-230,0.1510727742,7.96E-120,0.04198172174,3.02E-33,0.05754969874,2.32E-46,0.06447266932,4.67E-52,-0.2653391377,-0.09352307541,-0.1718160623
352,PHL35,10000,0.02131864743,2.65E-15,0.0295368685,1.53E-22,0.04380120898,2.36E-34,0.06464695468,7.38E-52,0.03220471862,8.59E-25,0.02248256154,0.03511008617,-0.01262752463
353,PHL36,10000,0.01445588559,4.91E-09,0.01964421701,1.65E-13,0.00492441916,0.7998235344,0.01491905877,1.66E-09,0.0120782973,4.76E-07,-0.009531466431,-0.004725158243,-0.004806308188
354,PHL37,10000,0.03347923685,2.02E-25,0.07013388535,9.00E-56,0.01813007429,2.19E-12,0.01381792348,7.95E-09,0.02537555289,1.01E-18,-0.01534916256,-0.05631596187,0.04096679931
355,PHL39,10000,0.05616838275,3.29E-44,0.05000225451,2.77E-39,0.02567587258,9.75E-19,0.03219702492,1.86E-24,0.03321564716,2.68E-25,-0.03049251017,-0.0178052296,-0.01268728057
356,PHL4,10000,0.1424480356,2.68E-112,0.1538348261,5.17E-121,0.02486032233,5.06E-18,0.02393546147,2.03E-17,0.03266157922,7.96E-25,-0.1175877133,-0.1298993646,0.01231165136
357,PHL40,10000,0.02183935862,1.52E-15,0.01776512557,3.99E-12,0.01515230834,7.99E-10,0.005460676678,0.1631477205,0.0141961047,4.48E-09,-0.006687050282,-0.01230444889,0.005617398607
358,PHL41,10000,0.01489927647,1.43E-09,0.02220315477,5.34E-16,0.02064986896,1.61E-14,0.01932216346,1.34E-13,0.01369502823,9.54E-09,0.005750592486,-0.002880991309,0.008631583795
359,PHL47,10000,0.06503458328,2.69E-51,0.05078030058,1.29E-39,0.01548598567,6.05E-10,0.005277148536,0.3415284551,0.01191374922,6.18E-07,-0.04954859761,-0.04550315205,-0.004045445567
360,PHL48,10000,0.05069062321,6.79E-40,0.03434560176,2.54E-26,0.04351264783,5.73E-34,0.03201455252,2.18E-24,0.03063459702,3.35E-23,-0.007177975384,-0.002331049243,-0.004846926141
361,PHL49,10000,0.01767407259,1.12E-11,0.03117042282,3.63E-23,0.005267568873,0.4759556643,0.003772386894,8.107793614,0.005720666205,0.164754279,-0.01240650372,-0.02739803593,0.01499153221
362,PHL5,10000,0.165097783,2.46E-129,0.1466835218,1.18E-115,0.02302731623,1.59E-16,0.01907552485,2.43E-13,0.02997119155,1.27E-22,-0.1420704668,-0.127607997,-0.01446246984
363,PHL50,10000,0.04660720089,1.18E-36,0.07181276008,8.19E-58,0.06068563914,2.38E-48,0.1036866873,1.90E-83,0.07390017681,1.67E-59,0.01407843825,0.03187392721,-0.01779548895
364,PHL51,10000,0.04985281597,7.21E-39,0.04880165871,3.83E-38,0.01117434382,2.98E-06,0.02148467886,3.11E-15,0.02565950781,8.69E-19,-0.03867847215,-0.02731697986,-0.0113614923
365,PHL53,10000,0.05774276229,3.04E-46,0.08861432444,2.37E-71,0.05946151656,9.09E-48,0.05621984129,3.01E-45,0.04699278931,1.41E-37,0.001718754268,-0.03239448315,0.03411323742
366,PHL56,10000,0.09890284624,1.61E-78,0.1068037975,6.17E-85,0.02068394885,2.09E-14,0.02751627324,1.98E-20,0.03129947012,1.23E-23,-0.07821889739,-0.07928752423,0.001068626841
368,PHL63,10000,0.03313517034,4.17E-25,0.04024003583,2.33E-31,0.02026116919,3.45E-14,0.0219483179,6.32E-16,0.0309726788,1.37E-23,-0.01287400115,-0.01829171794,0.005417716785
371,PHL70,10000,0.03323903741,2.02E-25,0.02457326037,4.84E-18,0.04723577852,3.02E-37,0.01625532568,5.96E-11,0.02016011929,2.71E-14,0.01399674111,-0.008317934696,0.0223146758
372,PHL8,10000,0.2549567741,1.47E-193,0.1965043559,3.17E-152,0.01438086258,4.57E-09,0.01091683986,4.20E-06,0.02476227383,5.60E-18,-0.2405759116,-0.1855875161,-0.0549883955
373,PHL9,10000,0.1101917017,1.69E-87,0.09087442579,2.05E-72,0.02416784469,1.77E-17,0.01862038493,6.25E-13,0.02953377678,3.13E-22,-0.08602385696,-0.07225404087,-0.01376981609
374,RUS1,10000,0.01207345026,3.55E-07,0.0256574579,6.54E-19,0.02135142082,3.80E-15,0.04579069237,7.02E-36,0.03013412063,1.08E-22,0.009277970564,0.02013323447,-0.01085526391
375,RUS10,10000,0.01556440087,5.58E-11,0.007838332715,0.0002428055059,0.4644349028,0,0.5151503044,0,0.04982494349,8.62E-40,0.4488705019,0.5073119717,-0.05844146982
376,RUS12,10000,0.01176845372,9.15E-08,-0.01598980108,5.04E+16,0.06870226276,9.08E-56,0.7818887167,0,-0.02117367562,1.95E+21,0.05693380904,0.7978785178,-0.7409447087
377,RUS14,10000,0.08162412461,1.81E-65,0.03831399307,6.69E-30,0.06020453778,6.18E-48,0.05442989872,2.66E-43,0.04526671867,1.07E-35,-0.02141958683,0.01611590565,-0.03753549248
379,RUS2,10000,0.0174042017,5.75E-12,0.006897631325,0.001837769869,0.04617805033,2.71E-36,0.06910160731,1.23E-55,0.04053025039,5.65E-32,0.02877384862,0.06220397598,-0.03343012736
381,RUS4,10000,-0.005125526517,274413512.4,-0.002595947338,1507750.927,0.0303466549,8.19E-23,0.03975074291,8.50E-31,0.01287706567,6.54E-08,0.03547218142,0.04234669025,-0.00687450883
382,RUS5,10000,0.02688906321,4.69E-20,0.00781919863,0.0007775793109,0.06755487327,5.74E-54,0.1256427842,1.48E-100,0.0148297206,7.40E-10,0.04066581006,0.1178235856,-0.0771577755
383,RUS6,10000,-0.02643391212,6.07E+26,-0.01517992477,7.32E+16,0.1132964599,1.20E-90,0.08865156582,3.23E-71,0.02576135717,3.24E-19,0.139730372,0.1038314906,0.0358988814
384,RUS7,10000,0.003446432101,8.646499698,0.003577717345,5.374687672,0.04733689565,3.50E-37,0.0482157824,5.36E-38,0.01219884845,2.01E-07,0.04389046355,0.04463806505,-0.000747601503
385,RUS8,10000,-0.007715581893,51920030860,-0.0100289964,3736308889772,-0.004510935471,93140569.81,-0.006479944998,3403612097,-0.0009787479322,47002.05193,0.003204646422,0.003549051398,-0.0003444049757
386,RUS9,10000,0.01826577241,2.59E-13,0.02227814138,7.90E-17,0.08980058416,7.95E-73,0.04990518817,3.10E-40,0.01678463736,3.76E-12,0.07153481175,0.02762704679,0.04390776496
387,RWA1,10000,0.05111526602,1.27E-40,0.03145277965,2.03E-24,0.08722925782,5.52E-70,0.1124831717,2.31E-90,0.05829692896,1.00E-46,0.03611399181,0.08103039205,-0.04491640025
391,THA1,10000,0.04256694887,6.53E-33,0.0411363757,7.87E-32,0.02692783438,8.69E-20,0.0347062162,1.74E-26,0.03134376159,1.24E-23,-0.0156391145,-0.006430159503,-0.009208954995
392,THA11,10000,0.242516496,6.89E-185,0.1334721991,2.58E-105,0.04330700635,1.54E-33,0.02901308214,1.49E-21,0.03318722554,4.35E-25,-0.1992094897,-0.104459117,-0.09475037266
393,THA16,10000,0.002255490762,88.93255872,0.00208613725,63.51377803,0.02599237764,6.77E-19,0.03164020768,6.54E-24,0.03164020768,6.54E-24,0.02373688687,0.02955407043,-0.005817183553
394,THA19,10000,0.156422202,4.79E-123,0.1425856212,1.29E-112,0.02833731731,2.65E-21,0.02735119894,1.69E-20,0.032987701,2.83E-25,-0.1280848847,-0.1152344223,-0.01285046241
396,THA24,10000,0.1311504841,7.13E-104,0.09160265573,4.78E-73,0.04167740272,2.21E-32,0.03379317904,7.43E-26,0.03979991661,6.50E-31,-0.08947308142,-0.05780947669,-0.03166360473
